step,lr
20568,0.0001
20572,0.0001
20576,0.0001
20580,0.0001
20584,0.0001
20588,0.0001
20592,0.0001
20596,0.0001
20600,0.0001
20604,0.0001
20608,0.0001
20612,0.0001
20616,0.0001
20620,0.0001
20624,0.0001
20628,0.0001
20632,0.0001
20636,0.0001
20640,0.0001
20644,0.0001
20648,0.0001
20652,0.0001
20656,0.0001
20660,0.0001
20664,0.0001
20668,0.0001
20672,0.0001
20676,0.0001
20680,0.0001
20684,0.0001
20688,0.0001
20692,0.0001
20696,0.0001
20700,0.0001
20704,0.0001
20708,0.0001
20712,0.0001
20716,0.0001
20720,0.0001
20724,0.0001
20728,0.0001
20732,0.0001
20736,0.0001
20740,0.0001
20744,0.0001
20748,0.0001
20752,0.0001
20756,0.0001
20760,0.0001
20764,0.0001
20768,0.0001
20772,0.0001
20776,0.0001
20780,0.0001
20784,0.0001
20788,0.0001
20792,0.0001
20796,0.0001
20800,0.0001
20804,0.0001
20808,0.0001
20812,0.0001
20816,0.0001
20820,0.0001
20824,0.0001
20828,0.0001
20832,0.0001
20836,0.0001
20840,0.0001
20844,0.0001
20848,0.0001
20852,0.0001
20856,0.0001
20860,0.0001
20864,0.0001
20868,0.0001
20872,0.0001
20876,0.0001
20880,0.0001
20884,0.0001
20888,0.0001
20892,0.0001
20896,0.0001
20900,0.0001
20904,0.0001
20908,0.0001
20912,0.0001
20916,0.0001
20920,0.0001
20924,0.0001
20928,0.0001
20932,0.0001
20936,0.0001
20940,0.0001
20944,0.0001
20948,0.0001
20952,0.0001
20956,0.0001
20960,0.0001
20964,0.0001
20968,0.0001
20972,0.0001
20976,0.0001
20980,0.0001
20984,0.0001
20988,0.0001
20992,0.0001
20996,0.0001
21000,0.0001
21004,0.0001
21008,0.0001
21012,0.0001
21016,0.0001
21020,0.0001
21024,0.0001
21028,0.0001
21032,0.0001
21036,0.0001
21040,0.0001
21044,0.0001
21048,0.0001
21052,0.0001
21056,0.0001
21060,0.0001
21064,0.0001
21068,0.0001
21072,0.0001
21076,0.0001
21080,0.0001
21084,0.0001
21088,0.0001
21092,0.0001
21096,0.0001
21100,0.0001
21104,0.0001
21108,0.0001
21112,0.0001
21116,0.0001
21120,0.0001
21124,0.0001
21128,0.0001
21132,0.0001
21136,0.0001
21140,0.0001
21144,0.0001
21148,0.0001
21152,0.0001
21156,0.0001
21160,0.0001
21164,0.0001
21168,0.0001
21172,0.0001
21176,0.0001
21180,0.0001
21184,0.0001
21188,0.0001
21192,0.0001
21196,0.0001
21200,0.0001
21204,0.0001
21208,0.0001
21212,0.0001
21216,0.0001
21220,0.0001
21224,0.0001
21228,0.0001
21232,0.0001
21236,0.0001
21240,0.0001
21244,0.0001
21248,0.0001
21252,0.0001
21256,0.0001
21260,0.0001
21264,0.0001
21268,0.0001
21272,0.0001
21276,0.0001
21280,0.0001
21284,0.0001
21288,0.0001
21292,0.0001
21296,0.0001
21300,0.0001
21304,0.0001
21308,0.0001
21312,0.0001
21316,0.0001
21320,0.0001
21324,0.0001
21328,0.0001
21332,0.0001
21336,0.0001
21340,0.0001
21344,0.0001
21348,0.0001
21352,0.0001
21356,0.0001
21360,0.0001
21364,0.0001
21368,0.0001
21372,0.0001
21376,0.0001
21380,0.0001
21384,0.0001
21388,0.0001
21392,0.0001
21396,0.0001
21400,0.0001
21404,0.0001
21408,0.0001
21412,0.0001
21416,0.0001
21420,0.0001
21424,0.0001
21428,0.0001
21432,0.0001
21436,0.0001
21440,0.0001
21444,0.0001
21448,0.0001
21452,0.0001
21456,0.0001
21460,0.0001
21464,0.0001
21468,0.0001
21472,0.0001
21476,0.0001
21480,0.0001
21484,0.0001
21488,0.0001
21492,0.0001
21496,0.0001
21500,0.0001
21504,0.0001
21508,0.0001
21512,0.0001
21516,0.0001
21520,0.0001
21524,0.0001
21528,0.0001
21532,0.0001
21536,0.0001
21540,0.0001
21544,0.0001
21548,0.0001
21552,0.0001
21556,0.0001
21560,0.0001
21564,0.0001
21568,0.0001
21572,0.0001
21576,0.0001
21580,0.0001
21584,0.0001
21588,0.0001
21592,0.0001
21596,0.0001
21600,0.0001
21604,0.0001
21608,0.0001
21612,0.0001
21616,0.0001
21620,0.0001
21624,0.0001
21628,0.0001
21632,0.0001
21636,0.0001
21640,0.0001
21644,0.0001
21648,0.0001
21652,0.0001
21656,0.0001
21660,0.0001
21664,0.0001
21668,0.0001
21672,0.0001
21676,0.0001
21680,0.0001
21684,0.0001
21688,0.0001
21692,0.0001
21696,0.0001
21700,0.0001
21704,0.0001
21708,0.0001
21712,0.0001
21716,0.0001
21720,0.0001
21724,0.0001
21728,0.0001
21732,0.0001
21736,0.0001
21740,0.0001
21744,0.0001
21748,0.0001
21752,0.0001
21756,0.0001
21760,0.0001
21764,0.0001
21768,0.0001
21772,0.0001
21776,0.0001
21780,0.0001
21784,0.0001
21788,0.0001
21792,0.0001
21796,0.0001
21800,0.0001
21804,0.0001
21808,0.0001
21812,0.0001
21816,0.0001
21820,0.0001
21824,0.0001
21828,0.0001
21832,0.0001
21836,0.0001
21840,0.0001
21844,0.0001
21848,0.0001
21852,0.0001
21856,0.0001
21860,0.0001
21864,0.0001
21868,0.0001
21872,0.0001
21876,0.0001
21880,0.0001
21884,0.0001
21888,0.0001
21892,0.0001
21896,0.0001
21900,0.0001
21904,0.0001
21908,0.0001
21912,0.0001
21916,0.0001
21920,0.0001
21924,0.0001
21928,0.0001
21932,0.0001
21936,0.0001
21940,0.0001
21944,0.0001
21948,0.0001
21952,0.0001
21956,0.0001
21960,0.0001
21964,0.0001
21968,0.0001
21972,0.0001
21976,0.0001
21980,0.0001
21984,0.0001
21988,0.0001
21992,0.0001
21996,0.0001
22000,0.0001
22004,0.0001
22008,0.0001
22012,0.0001
22016,0.0001
22020,0.0001
22024,0.0001
22028,0.0001
22032,0.0001
22036,0.0001
22040,0.0001
22044,0.0001
22048,0.0001
22052,0.0001
22056,0.0001
22060,0.0001
22064,0.0001
22068,0.0001
22072,0.0001
22076,0.0001
22080,0.0001
22084,0.0001
22088,0.0001
22092,0.0001
22096,0.0001
22100,0.0001
22104,0.0001
22108,0.0001
22112,0.0001
22116,0.0001
22120,0.0001
22124,0.0001
22128,0.0001
22132,0.0001
22136,0.0001
22140,0.0001
22144,0.0001
22148,0.0001
22152,0.0001
22156,0.0001
22160,0.0001
22164,0.0001
22168,0.0001
22172,0.0001
22176,0.0001
22180,0.0001
22184,0.0001
22188,0.0001
22192,0.0001
22196,0.0001
22200,0.0001
22204,0.0001
22208,0.0001
22212,0.0001
22216,0.0001
22220,0.0001
22224,0.0001
22228,0.0001
22232,0.0001
22236,0.0001
22240,0.0001
22244,0.0001
22248,0.0001
22252,0.0001
22256,0.0001
22260,0.0001
22264,0.0001
22268,0.0001
22272,0.0001
22276,0.0001
22280,0.0001
22284,0.0001
22288,0.0001
22292,0.0001
22296,0.0001
22300,0.0001
22304,0.0001
22308,0.0001
22312,0.0001
22316,0.0001
22320,0.0001
22324,0.0001
22328,0.0001
22332,0.0001
22336,0.0001
22340,0.0001
22344,0.0001
22348,0.0001
22352,0.0001
22356,0.0001
22360,0.0001
22364,0.0001
22368,0.0001
22372,0.0001
22376,0.0001
22380,0.0001
22384,0.0001
22388,0.0001
22392,0.0001
22396,0.0001
22400,0.0001
22404,0.0001
22408,0.0001
22412,0.0001
22416,0.0001
22420,0.0001
22424,0.0001
22428,0.0001
22432,0.0001
22436,0.0001
22440,0.0001
22444,0.0001
22448,0.0001
22452,0.0001
22456,0.0001
22460,0.0001
22464,0.0001
22468,0.0001
22472,0.0001
22476,0.0001
22480,0.0001
22484,0.0001
22488,0.0001
22492,0.0001
22496,0.0001
22500,0.0001
22504,0.0001
22508,0.0001
22512,0.0001
22516,0.0001
22520,0.0001
22524,0.0001
22528,0.0001
22532,0.0001
22536,0.0001
22540,0.0001
22544,0.0001
22548,0.0001
22552,0.0001
22556,0.0001
22560,0.0001
22564,0.0001
22568,0.0001
22572,0.0001
22576,0.0001
22580,0.0001
22584,0.0001
22588,0.0001
22592,0.0001
22596,0.0001
22600,0.0001
22604,0.0001
22608,0.0001
22612,0.0001
22616,0.0001
22620,0.0001
22624,0.0001
22628,0.0001
22632,0.0001
22636,0.0001
22640,0.0001
22644,0.0001
22648,0.0001
22652,0.0001
22656,0.0001
22660,0.0001
22664,0.0001
22668,0.0001
22672,0.0001
22676,0.0001
22680,0.0001
22684,0.0001
22688,0.0001
22692,0.0001
22696,0.0001
22700,0.0001
22704,0.0001
22708,0.0001
22712,0.0001
22716,0.0001
22720,0.0001
22724,0.0001
22728,0.0001
22732,0.0001
22736,0.0001
22740,0.0001
22744,0.0001
22748,0.0001
22752,0.0001
22756,0.0001
22760,0.0001
22764,0.0001
22768,0.0001
22772,0.0001
22776,0.0001
22780,0.0001
22784,0.0001
22788,0.0001
22792,0.0001
22796,0.0001
22800,0.0001
22804,0.0001
22808,0.0001
22812,0.0001
22816,0.0001
22820,0.0001
22824,0.0001
22828,0.0001
22832,0.0001
22836,0.0001
22840,0.0001
22844,0.0001
22848,0.0001
22852,0.0001
22856,0.0001
22860,0.0001
22864,0.0001
22868,0.0001
22872,0.0001
22876,0.0001
22880,0.0001
22884,0.0001
22888,0.0001
22892,0.0001
22896,0.0001
22900,0.0001
22904,0.0001
22908,0.0001
22912,0.0001
22916,0.0001
22920,0.0001
22924,0.0001
22928,0.0001
22932,0.0001
22936,0.0001
22940,0.0001
22944,0.0001
22948,0.0001
22952,0.0001
22956,0.0001
22960,0.0001
22964,0.0001
22968,0.0001
22972,0.0001
22976,0.0001
22980,0.0001
22984,0.0001
22988,0.0001
22992,0.0001
22996,0.0001
23000,0.0001
23004,0.0001
23008,0.0001
23012,0.0001
23016,0.0001
23020,0.0001
23024,0.0001
23028,0.0001
23032,0.0001
23036,0.0001
23040,0.0001
23044,0.0001
23048,0.0001
23052,0.0001
23056,0.0001
23060,0.0001
23064,0.0001
23068,0.0001
23072,0.0001
23076,0.0001
23080,0.0001
23084,0.0001
23088,0.0001
23092,0.0001
23096,0.0001
23100,0.0001
23104,0.0001
23108,0.0001
23112,0.0001
23116,0.0001
23120,0.0001
23124,0.0001
23128,0.0001
23132,0.0001
23136,0.0001
23140,0.0001
23144,0.0001
23148,0.0001
23152,0.0001
23156,0.0001
23160,0.0001
23164,0.0001
23168,0.0001
23172,0.0001
23176,0.0001
23180,0.0001
23184,0.0001
23188,0.0001
23192,0.0001
23196,0.0001
23200,0.0001
23204,0.0001
23208,0.0001
23212,0.0001
23216,0.0001
23220,0.0001
23224,0.0001
23228,0.0001
23232,0.0001
23236,0.0001
23240,0.0001
23244,0.0001
23248,0.0001
23252,0.0001
23256,0.0001
23260,0.0001
23264,0.0001
23268,0.0001
23272,0.0001
23276,0.0001
23280,0.0001
23284,0.0001
23288,0.0001
23292,0.0001
23296,0.0001
23300,0.0001
23304,0.0001
23308,0.0001
23312,0.0001
23316,0.0001
23320,0.0001
23324,0.0001
23328,0.0001
23332,0.0001
23336,0.0001
23340,0.0001
23344,0.0001
23348,0.0001
23352,0.0001
23356,0.0001
23360,0.0001
23364,0.0001
23368,0.0001
23372,0.0001
23376,0.0001
23380,0.0001
23384,0.0001
23388,0.0001
23392,0.0001
23396,0.0001
23400,0.0001
23404,0.0001
23408,0.0001
23412,0.0001
23416,0.0001
23420,0.0001
23424,0.0001
23428,0.0001
23432,0.0001
23436,0.0001
23440,0.0001
23444,0.0001
23448,0.0001
23452,0.0001
23456,0.0001
23460,0.0001
23464,0.0001
23468,0.0001
23472,0.0001
23476,0.0001
23480,0.0001
23484,0.0001
23488,0.0001
23492,0.0001
23496,0.0001
23500,0.0001
23504,0.0001
23508,0.0001
23512,0.0001
23516,0.0001
23520,0.0001
23524,0.0001
23528,0.0001
23532,0.0001
23536,0.0001
23540,0.0001
23544,0.0001
23548,0.0001
23552,0.0001
23556,0.0001
23560,0.0001
23564,0.0001
23568,0.0001
23572,0.0001
23576,0.0001
23580,0.0001
23584,0.0001
23588,0.0001
23592,0.0001
23596,0.0001
23600,0.0001
23604,0.0001
23608,0.0001
23612,0.0001
23616,0.0001
23620,0.0001
23624,0.0001
23628,0.0001
23632,0.0001
23636,0.0001
23640,0.0001
23644,0.0001
23648,0.0001
23652,0.0001
23656,0.0001
23660,0.0001
23664,0.0001
23668,0.0001
23672,0.0001
23676,0.0001
23680,0.0001
23684,0.0001
23688,0.0001
23692,0.0001
23696,0.0001
23700,0.0001
23704,0.0001
23708,0.0001
23712,0.0001
23716,0.0001
23720,0.0001
23724,0.0001
23728,0.0001
23732,0.0001
23736,0.0001
23740,0.0001
23744,0.0001
23748,0.0001
23752,0.0001
23756,0.0001
23760,0.0001
23764,0.0001
23768,0.0001
23772,0.0001
23776,0.0001
23780,0.0001
23784,0.0001
23788,0.0001
23792,0.0001
23796,0.0001
23800,0.0001
23804,0.0001
23808,0.0001
23812,0.0001
23816,0.0001
23820,0.0001
23824,0.0001
23828,0.0001
23832,0.0001
23836,0.0001
23840,0.0001
23844,0.0001
23848,0.0001
23852,0.0001
23856,0.0001
23860,0.0001
23864,0.0001
23868,0.0001
23872,0.0001
23876,0.0001
23880,0.0001
23884,0.0001
23888,0.0001
23892,0.0001
23896,0.0001
23900,0.0001
23904,0.0001
23908,0.0001
23912,0.0001
23916,0.0001
23920,0.0001
23924,0.0001
23928,0.0001
23932,0.0001
23936,0.0001
23940,0.0001
23944,0.0001
23948,0.0001
23952,0.0001
23956,0.0001
23960,0.0001
23964,0.0001
23968,0.0001
23972,0.0001
23976,0.0001
23980,0.0001
23984,0.0001
23988,0.0001
23992,0.0001
23996,0.0001
24000,0.0001
24004,0.0001
24008,0.0001
24012,0.0001
24016,0.0001
24020,0.0001
24024,0.0001
24028,0.0001
24032,0.0001
24036,0.0001
24040,0.0001
24044,0.0001
24048,0.0001
24052,0.0001
24056,0.0001
24060,0.0001
24064,0.0001
24068,0.0001
24072,0.0001
24076,0.0001
24080,0.0001
24084,0.0001
24088,0.0001
24092,0.0001
24096,0.0001
24100,0.0001
24104,0.0001
24108,0.0001
24112,0.0001
24116,0.0001
24120,0.0001
24124,0.0001
24128,0.0001
24132,0.0001
24136,0.0001
24140,0.0001
24144,0.0001
24148,0.0001
24152,0.0001
24156,0.0001
24160,0.0001
24164,0.0001
24168,0.0001
24172,0.0001
24176,0.0001
24180,0.0001
24184,0.0001
24188,0.0001
24192,0.0001
24196,0.0001
24200,0.0001
24204,0.0001
24208,0.0001
24212,0.0001
24216,0.0001
24220,0.0001
24224,0.0001
24228,0.0001
24232,0.0001
24236,0.0001
24240,0.0001
24244,0.0001
24248,0.0001
24252,0.0001
24256,0.0001
24260,0.0001
24264,0.0001
24268,0.0001
24272,0.0001
24276,0.0001
24280,0.0001
24284,0.0001
24288,0.0001
24292,0.0001
24296,0.0001
24300,0.0001
24304,0.0001
24308,0.0001
24312,0.0001
24316,0.0001
24320,0.0001
24324,0.0001
24328,0.0001
24332,0.0001
24336,0.0001
24340,0.0001
24344,0.0001
24348,0.0001
24352,0.0001
24356,0.0001
24360,0.0001
24364,0.0001
24368,0.0001
24372,0.0001
24376,0.0001
24380,0.0001
24384,0.0001
24388,0.0001
24392,0.0001
24396,0.0001
24400,0.0001
24404,0.0001
24408,0.0001
24412,0.0001
24416,0.0001
24420,0.0001
24424,0.0001
24428,0.0001
24432,0.0001
24436,0.0001
24440,0.0001
24444,0.0001
24448,0.0001
24452,0.0001
24456,0.0001
24460,0.0001
24464,0.0001
24468,0.0001
24472,0.0001
24476,0.0001
24480,0.0001
24484,0.0001
24488,0.0001
24492,0.0001
24496,0.0001
24500,0.0001
24504,0.0001
24508,0.0001
24512,0.0001
24516,0.0001
24520,0.0001
24524,0.0001
24528,0.0001
24532,0.0001
24536,0.0001
24540,0.0001
24544,0.0001
24548,0.0001
24552,0.0001
24556,0.0001
24560,0.0001
24564,0.0001
24568,0.0001
24572,0.0001
24576,0.0001
24580,0.0001
24584,0.0001
24588,0.0001
24592,0.0001
24596,0.0001
24600,0.0001
24604,0.0001
24608,0.0001
24612,0.0001
24616,0.0001
24620,0.0001
24624,0.0001
24628,0.0001
24632,0.0001
24636,0.0001
24640,0.0001
24644,0.0001
24648,0.0001
24652,0.0001
24656,0.0001
24660,0.0001
24664,0.0001
24668,0.0001
24672,0.0001
24676,0.0001
24680,0.0001
24684,0.0001
24688,0.0001
24692,0.0001
24696,0.0001
24700,0.0001
24704,0.0001
24708,0.0001
24712,0.0001
24716,0.0001
24720,0.0001
24724,0.0001
24728,0.0001
24732,0.0001
24736,0.0001
24740,0.0001
24744,0.0001
24748,0.0001
24752,0.0001
24756,0.0001
24760,0.0001
24764,0.0001
24768,0.0001
24772,0.0001
24776,0.0001
24780,0.0001
24784,0.0001
24788,0.0001
24792,0.0001
24796,0.0001
24800,0.0001
24804,0.0001
24808,0.0001
24812,0.0001
24816,0.0001
24820,0.0001
24824,0.0001
24828,0.0001
24832,0.0001
24836,0.0001
24840,0.0001
24844,0.0001
24848,0.0001
24852,0.0001
24856,0.0001
24860,0.0001
24864,0.0001
24868,0.0001
24872,0.0001
24876,0.0001
24880,0.0001
24884,0.0001
24888,0.0001
24892,0.0001
24896,0.0001
24900,0.0001
24904,0.0001
24908,0.0001
24912,0.0001
24916,0.0001
24920,0.0001
24924,0.0001
24928,0.0001
24932,0.0001
24936,0.0001
24940,0.0001
24944,0.0001
24948,0.0001
24952,0.0001
24956,0.0001
24960,0.0001
24964,0.0001
24968,0.0001
24972,0.0001
24976,0.0001
24980,0.0001
24984,0.0001
24988,0.0001
24992,0.0001
24996,0.0001
25000,0.0001
25004,0.0001
25008,0.0001
25012,0.0001
25016,0.0001
25020,0.0001
25024,0.0001
25028,0.0001
25032,0.0001
25036,0.0001
25040,0.0001
25044,0.0001
25048,0.0001
25052,0.0001
25056,0.0001
25060,0.0001
25064,0.0001
25068,0.0001
25072,0.0001
25076,0.0001
25080,0.0001
25084,0.0001
25088,0.0001
25092,0.0001
25096,0.0001
25100,0.0001
25104,0.0001
25108,0.0001
25112,0.0001
25116,0.0001
25120,0.0001
25124,0.0001
25128,0.0001
25132,0.0001
25136,0.0001
25140,0.0001
25144,0.0001
25148,0.0001
25152,0.0001
25156,0.0001
25160,0.0001
25164,0.0001
25168,0.0001
25172,0.0001
25176,0.0001
25180,0.0001
25184,0.0001
25188,0.0001
25192,0.0001
25196,0.0001
25200,0.0001
25204,0.0001
25208,0.0001
25212,0.0001
25216,0.0001
25220,0.0001
25224,0.0001
25228,0.0001
25232,0.0001
25236,0.0001
25240,0.0001
25244,0.0001
25248,0.0001
25252,0.0001
25256,0.0001
25260,0.0001
25264,0.0001
25268,0.0001
25272,0.0001
25276,0.0001
25280,0.0001
25284,0.0001
25288,0.0001
25292,0.0001
25296,0.0001
25300,0.0001
25304,0.0001
25308,0.0001
25312,0.0001
25316,0.0001
25320,0.0001
25324,0.0001
25328,0.0001
25332,0.0001
25336,0.0001
25340,0.0001
25344,0.0001
25348,0.0001
25352,0.0001
25356,0.0001
25360,0.0001
25364,0.0001
25368,0.0001
25372,0.0001
25376,0.0001
25380,0.0001
25384,0.0001
25388,0.0001
25392,0.0001
25396,0.0001
25400,0.0001
25404,0.0001
25408,0.0001
25412,0.0001
25416,0.0001
25420,0.0001
25424,0.0001
25428,0.0001
25432,0.0001
25436,0.0001
25440,0.0001
25444,0.0001
25448,0.0001
25452,0.0001
25456,0.0001
25460,0.0001
25464,0.0001
25468,0.0001
25472,0.0001
25476,0.0001
25480,0.0001
25484,0.0001
25488,0.0001
25492,0.0001
25496,0.0001
25500,0.0001
25504,0.0001
25508,0.0001
25512,0.0001
25516,0.0001
25520,0.0001
25524,0.0001
25528,0.0001
25532,0.0001
25536,0.0001
25540,0.0001
25544,0.0001
25548,0.0001
25552,0.0001
25556,0.0001
25560,0.0001
25564,0.0001
25568,0.0001
25572,0.0001
25576,0.0001
25580,0.0001
25584,0.0001
25588,0.0001
25592,0.0001
25596,0.0001
25600,0.0001
25604,0.0001
25608,0.0001
25612,0.0001
25616,0.0001
25620,0.0001
25624,0.0001
25628,0.0001
25632,0.0001
25636,0.0001
25640,0.0001
25644,0.0001
25648,0.0001
25652,0.0001
25656,0.0001
25660,0.0001
25664,0.0001
25668,0.0001
25672,0.0001
25676,0.0001
25680,0.0001
25684,0.0001
25688,0.0001
25692,0.0001
25696,0.0001
25700,0.0001
25704,0.0001
25708,0.0001
25712,0.0001
25716,0.0001
25720,0.0001
25724,0.0001
25728,0.0001
25732,0.0001
25736,0.0001
25740,0.0001
25744,0.0001
25748,0.0001
25752,0.0001
25756,0.0001
25760,0.0001
25764,0.0001
25768,0.0001
25772,0.0001
25776,0.0001
25780,0.0001
25784,0.0001
25788,0.0001
25792,0.0001
25796,0.0001
25800,0.0001
25804,0.0001
25808,0.0001
25812,0.0001
25816,0.0001
25820,0.0001
25824,0.0001
25828,0.0001
25832,0.0001
25836,0.0001
25840,0.0001
25844,0.0001
25848,0.0001
25852,0.0001
25856,0.0001
25860,0.0001
25864,0.0001
25868,0.0001
25872,0.0001
25876,0.0001
25880,0.0001
25884,0.0001
25888,0.0001
25892,0.0001
25896,0.0001
25900,0.0001
25904,0.0001
25908,0.0001
25912,0.0001
25916,0.0001
25920,0.0001
25924,0.0001
25928,0.0001
25932,0.0001
25936,0.0001
25940,0.0001
25944,0.0001
25948,0.0001
25952,0.0001
25956,0.0001
25960,0.0001
25964,0.0001
25968,0.0001
25972,0.0001
25976,0.0001
25980,0.0001
25984,0.0001
25988,0.0001
25992,0.0001
25996,0.0001
26000,0.0001
26004,0.0001
26008,0.0001
26012,0.0001
26016,0.0001
26020,0.0001
26024,0.0001
26028,0.0001
26032,0.0001
26036,0.0001
26040,0.0001
26044,0.0001
26048,0.0001
26052,0.0001
26056,0.0001
26060,0.0001
26064,0.0001
26068,0.0001
26072,0.0001
26076,0.0001
26080,0.0001
26084,0.0001
26088,0.0001
26092,0.0001
26096,0.0001
26100,0.0001
26104,0.0001
26108,0.0001
26112,0.0001
26116,0.0001
26120,0.0001
26124,0.0001
26128,0.0001
26132,0.0001
26136,0.0001
26140,0.0001
26144,0.0001
26148,0.0001
26152,0.0001
26156,0.0001
26160,0.0001
26164,0.0001
26168,0.0001
26172,0.0001
26176,0.0001
26180,0.0001
26184,0.0001
26188,0.0001
26192,0.0001
26196,0.0001
26200,0.0001
26204,0.0001
26208,0.0001
26212,0.0001
26216,0.0001
26220,0.0001
26224,0.0001
26228,0.0001
26232,0.0001
26236,0.0001
26240,0.0001
26244,0.0001
26248,0.0001
26252,0.0001
26256,0.0001
26260,0.0001
26264,0.0001
26268,0.0001
26272,0.0001
26276,0.0001
26280,0.0001
26284,0.0001
26288,0.0001
26292,0.0001
26296,0.0001
26300,0.0001
26304,0.0001
26308,0.0001
26312,0.0001
26316,0.0001
26320,0.0001
26324,0.0001
26328,0.0001
26332,0.0001
26336,0.0001
26340,0.0001
26344,0.0001
26348,0.0001
26352,0.0001
26356,0.0001
26360,0.0001
26364,0.0001
26368,0.0001
26372,0.0001
26376,0.0001
26380,0.0001
26384,0.0001
26388,0.0001
26392,0.0001
26396,0.0001
26400,0.0001
26404,0.0001
26408,0.0001
26412,0.0001
26416,0.0001
26420,0.0001
26424,0.0001
26428,0.0001
26432,0.0001
26436,0.0001
26440,0.0001
26444,0.0001
26448,0.0001
26452,0.0001
26456,0.0001
26460,0.0001
26464,0.0001
26468,0.0001
26472,0.0001
26476,0.0001
26480,0.0001
26484,0.0001
26488,0.0001
26492,0.0001
26496,0.0001
26500,0.0001
26504,0.0001
26508,0.0001
26512,0.0001
26516,0.0001
26520,0.0001
26524,0.0001
26528,0.0001
26532,0.0001
26536,0.0001
26540,0.0001
26544,0.0001
26548,0.0001
26552,0.0001
26556,0.0001
26560,0.0001
26564,0.0001
26568,0.0001
26572,0.0001
26576,0.0001
26580,0.0001
26584,0.0001
26588,0.0001
26592,0.0001
26596,0.0001
26600,0.0001
26604,0.0001
26608,0.0001
26612,0.0001
26616,0.0001
26620,0.0001
26624,0.0001
26628,0.0001
26632,0.0001
26636,0.0001
26640,0.0001
26644,0.0001
26648,0.0001
26652,0.0001
26656,0.0001
26660,0.0001
26664,0.0001
26668,0.0001
26672,0.0001
26676,0.0001
26680,0.0001
26684,0.0001
26688,0.0001
26692,0.0001
26696,0.0001
26700,0.0001
26704,0.0001
26708,0.0001
26712,0.0001
26716,0.0001
26720,0.0001
26724,0.0001
26728,0.0001
26732,0.0001
26736,0.0001
26740,0.0001
26744,0.0001
26748,0.0001
26752,0.0001
26756,0.0001
26760,0.0001
26764,0.0001
26768,0.0001
26772,0.0001
26776,0.0001
26780,0.0001
26784,0.0001
26788,0.0001
26792,0.0001
26796,0.0001
26800,0.0001
26804,0.0001
26808,0.0001
26812,0.0001
26816,0.0001
26820,0.0001
26824,0.0001
26828,0.0001
26832,0.0001
26836,0.0001
26840,0.0001
26844,0.0001
26848,0.0001
26852,0.0001
26856,0.0001
26860,0.0001
26864,0.0001
26868,0.0001
26872,0.0001
26876,0.0001
26880,0.0001
26884,0.0001
26888,0.0001
26892,0.0001
26896,0.0001
26900,0.0001
26904,0.0001
26908,0.0001
26912,0.0001
26916,0.0001
26920,0.0001
26924,0.0001
26928,0.0001
26932,0.0001
26936,0.0001
26940,0.0001
26944,0.0001
26948,0.0001
26952,0.0001
26956,0.0001
26960,0.0001
26964,0.0001
26968,0.0001
26972,0.0001
26976,0.0001
26980,0.0001
26984,0.0001
26988,0.0001
26992,0.0001
26996,0.0001
27000,0.0001
27004,0.0001
27008,0.0001
27012,0.0001
27016,0.0001
27020,0.0001
27024,0.0001
27028,0.0001
27032,0.0001
27036,0.0001
27040,0.0001
27044,0.0001
27048,0.0001
27052,0.0001
27056,0.0001
27060,0.0001
27064,0.0001
27068,0.0001
27072,0.0001
27076,0.0001
27080,0.0001
27084,0.0001
27088,0.0001
27092,0.0001
27096,0.0001
27100,0.0001
27104,0.0001
27108,0.0001
27112,0.0001
27116,0.0001
27120,0.0001
27124,0.0001
27128,0.0001
27132,0.0001
27136,0.0001
27140,0.0001
27144,0.0001
27148,0.0001
27152,0.0001
27156,0.0001
27160,0.0001
27164,0.0001
27168,0.0001
27172,0.0001
27176,0.0001
27180,0.0001
27184,0.0001
27188,0.0001
27192,0.0001
27196,0.0001
27200,0.0001
27204,0.0001
27208,0.0001
27212,0.0001
27216,0.0001
27220,0.0001
27224,0.0001
27228,0.0001
27232,0.0001
27236,0.0001
27240,0.0001
27244,0.0001
27248,0.0001
27252,0.0001
27256,0.0001
27260,0.0001
27264,0.0001
27268,0.0001
27272,0.0001
27276,0.0001
27280,0.0001
27284,0.0001
27288,0.0001
27292,0.0001
27296,0.0001
27300,0.0001
27304,0.0001
27308,0.0001
27312,0.0001
27316,0.0001
27320,0.0001
27324,0.0001
27328,0.0001
27332,0.0001
27336,0.0001
27340,0.0001
27344,0.0001
27348,0.0001
27352,0.0001
27356,0.0001
27360,0.0001
27364,0.0001
27368,0.0001
27372,0.0001
27376,0.0001
27380,0.0001
27384,0.0001
27388,0.0001
27392,0.0001
27396,0.0001
27400,0.0001
27404,0.0001
27408,0.0001
27412,0.0001
27416,0.0001
27420,0.0001
27424,0.0001
27428,0.0001
27432,0.0001
27436,0.0001
27440,0.0001
27444,0.0001
27448,0.0001
27452,0.0001
27456,0.0001
27460,0.0001
27464,0.0001
27468,0.0001
27472,0.0001
27476,0.0001
27480,0.0001
27484,0.0001
27488,0.0001
27492,0.0001
27496,0.0001
27500,0.0001
27504,0.0001
27508,0.0001
27512,0.0001
27516,0.0001
27520,0.0001
27524,0.0001
27528,0.0001
27532,0.0001
27536,0.0001
27540,0.0001
27544,0.0001
27548,0.0001
27552,0.0001
27556,0.0001
27560,0.0001
